"sex","age","Computer","TV","Cellphone","Software","Frequency3","Monetary3","Monetary60"
0,21,5,0,0,0,5,1327767.84730571,8368786.30862744
0,33,2,0,0,0,2,1377121.90351539,3269939.21230879
0,21,3,1,1,2,7,1349842.35145288,6583807.44169382
1,19,2,0,1,3,6,1595101.68414644,5058609.52967161
0,23,2,0,1,3,6,1979593.58234713,5016561.83220024
0,34,2,2,0,6,10,2155044.70587948,3501609.35872446
0,15,4,2,1,5,12,2012738.66950618,5801496.52106276
0,25,5,1,0,0,6,1662940.78119421,4666417.70763929
0,40,4,1,0,0,5,1310695.96118079,7026070.90796169
0,17,5,3,2,0,10,2952098.97134272,5009687.58025222
1,33,6,2,1,5,14,2563210.22271655,6362599.31797556
1,40,4,1,0,3,8,1941670.88482587,6701245.09017045
0,37,3,3,2,5,13,2001055.06812512,5403068.48972063
1,40,6,3,2,1,12,2786147.15784143,7846945.4828283
0,19,1,0,0,3,4,1653435.22947959,3863173.45354366
0,37,2,1,0,0,3,1342798.75637659,980937.968460643
0,14,1,3,0,3,7,1962907.78637754,7413297.30168391
0,30,1,0,0,1,2,802148.71434838,3706145.4178183
0,19,5,2,1,0,8,2013565.05367049,4689545.92237305
1,11,1,3,2,4,10,1592557.32389077,3027798.91937685
0,39,0,3,2,5,10,1447377.28386324,5695873.77378432
1,17,4,3,0,3,10,1786006.27959815,3752302.59742371
1,12,1,0,0,4,5,1097496.28054455,4805426.35224732
1,37,3,0,0,6,9,2232117.20738702,5681927.43777754
0,23,5,1,1,3,10,2355521.42100636,8805910.76177566
0,22,4,2,2,0,8,2049533.46333909,4403792.10332579
0,22,0,2,2,2,6,1394027.17942296,5603293.28134979
0,22,6,2,1,0,9,1661031.79631556,5419704.86008644
0,10,0,3,1,6,10,2154150.43777039,3850826.01146594
0,10,2,0,1,7,10,2317396.52367596,2393192.26745245
0,31,4,0,1,7,12,2519769.81721266,4159832.50756335
0,14,0,1,0,2,3,2061468.58514579,5577081.12520216
1,16,1,3,0,2,6,1826329.25194204,4728125.58227074
0,14,0,1,2,6,9,1892055.02461594,6729558.34798497
1,10,5,3,2,2,12,1994843.56826095,4832769.61776712
0,18,5,0,0,1,6,1764933.74715702,4730481.23942121
1,35,1,1,1,7,10,2138975.54994349,5040029.49515441
1,37,6,1,0,0,7,1454997.35046896,5007002.99287206
0,12,0,0,1,0,1,1175331.52396934,2524886.70712068
0,24,1,2,1,6,10,2016801.29585814,5770583.54697469
0,19,2,2,2,2,8,1342421.48523956,7017538.07844479
0,18,0,0,2,7,9,2115333.33092876,5855925.31710227
0,18,0,0,0,6,6,1607013.30653243,2950216.86651526
0,20,0,0,1,2,3,1055920.55892949,6372362.12351529
1,15,4,2,1,5,12,2430280.64811568,6431644.39517716
0,26,2,2,1,7,12,1420443.17509393,7067882.58470367
0,25,5,1,2,5,13,2283668.78000492,8895430.11881093
0,19,6,3,0,7,16,2864227.54573905,9856400.3220509
0,40,0,0,0,4,4,1598454.78923733,3852529.69282968
1,11,4,2,0,6,12,1942427.71427914,6751439.14544855
1,14,2,3,0,5,10,2481036.86448641,3825544.16204018
1,26,4,1,2,1,8,1897420.28836262,7137586.29139848
1,18,1,3,2,0,6,1521068.28453775,4117492.80594403
0,16,0,0,2,6,8,2127880.93652608,4654941.62737561
1,35,0,1,0,7,8,1754901.04191116,5620630.42331695
0,29,2,1,0,7,10,2119590.86704509,5082823.19796428
0,18,6,0,2,1,9,2143064.27444404,8099338.68511147
1,29,2,1,1,7,11,983960.637844554,10935565.1408305
0,34,1,3,1,3,8,1470124.14105392,6123178.71335387
0,14,1,0,1,2,4,1739770.52728523,8415166.98197024
0,22,5,2,1,4,12,2380591.88194989,5186429.54829886
1,17,4,3,2,5,14,2797332.97748067,11884134.2953692
0,20,2,2,1,2,7,1585006.43589258,2706089.97330821
0,36,4,3,2,7,16,2137654.54212843,10920966.5775888
1,22,1,2,2,5,10,2166720.86331624,6674265.67846895
1,18,4,1,0,3,8,1946547.5514362,6750444.76193507
0,32,1,3,1,1,6,1342032.48303392,4904573.13757805
0,19,6,3,2,2,13,2827769.18863339,8516823.7207941
0,19,1,3,1,6,11,2236114.90213962,7816409.03287768
0,30,2,3,0,6,11,1820540.06590517,7046832.39988027
0,12,6,0,1,6,13,2521479.66927696,3390013.17910949
0,27,4,0,2,3,9,1988454.33125955,8373642.61636769
1,21,0,3,1,4,8,1956709.24297313,4271435.1805812
0,37,4,0,1,1,6,1507477.92552257,3949032.43332711
1,12,0,1,1,4,6,1451488.18818263,7270234.97664614
1,35,4,3,1,7,15,2475368.37450869,9215090.07266683
0,40,2,2,1,3,8,2056399.7906861,4302014.723382
0,40,0,2,1,6,9,1774370.39814448,6677802.29251755
0,37,5,1,1,7,14,2242900.86578534,9256976.08419631
0,36,0,1,1,0,2,1583459.03421884,3128690.81416948
0,36,6,0,0,3,9,2040073.31421763,7820525.66386101
0,15,0,0,2,4,6,950326.827566267,3850789.52983917
0,14,2,1,0,3,6,1762499.1705977,1689020.27590465
0,30,1,3,0,3,7,1521375.36532822,4685163.38935215
0,31,3,2,1,4,10,2102716.13518512,7592536.55432433
0,24,0,3,1,5,9,1359988.05335687,6637142.79984525
1,39,1,1,0,7,9,1473146.54395042,4802788.78852183
0,20,6,3,1,4,14,2507009.61172428,5959987.4546018
0,10,4,2,0,3,9,2298596.03000988,8295093.11503564
1,39,4,3,1,0,8,1467478.86600766,4933730.3735238
0,25,5,3,0,6,14,1192742.38802847,6896909.93649922
0,13,3,3,1,4,11,1673228.68261263,7059327.1789624
1,11,0,3,1,7,11,1902299.94359698,4598906.87204575
0,39,2,2,2,0,6,1252843.06660355,3764282.74025488
0,19,1,2,1,6,10,2306557.7297538,5905175.42465471
0,18,5,1,1,7,14,2253007.47046778,9178888.73084755
0,30,4,1,2,6,13,3197365.14480417,7155518.79541011
0,18,1,0,2,4,7,1735822.2885891,6741630.83690081
1,15,1,1,1,3,6,1490128.60250417,6231155.55293679
0,22,6,2,0,5,13,2702032.6937328,8776552.95694776
0,23,1,1,0,1,3,1021941.46530857,4290711.51703796
0,34,3,0,0,0,3,1365956.65943818,3247078.54562515
0,26,4,1,2,1,8,1641547.96446655,4768649.78601481
0,21,3,0,1,4,8,1507906.82125376,6697266.57183377
0,26,5,3,2,5,15,2760406.84926311,6188533.50148356
0,20,4,1,0,5,10,1618738.98344343,7950610.84107513
0,30,0,2,2,6,10,1963118.56339219,8046698.87556641
0,37,4,1,0,1,6,1916041.55261812,4174193.23512653
0,15,5,2,1,2,10,1946595.23447843,8507227.14950929
0,20,6,1,2,5,14,2352454.38690452,4788143.51517286
1,17,4,1,1,2,8,1889080.92316046,5699045.60128218
1,40,2,3,0,0,5,1152406.78920293,2416079.46643482
0,34,0,1,0,1,2,1565435.72054849,3927013.53407738
1,21,3,0,1,1,5,1260586.46534873,4880159.8179594
1,29,1,3,1,1,6,1861495.18573613,4659490.40017301
0,23,3,2,2,7,14,2603249.78801222,5992173.87437491
0,13,4,2,2,0,8,1739507.41694734,3416220.08984963
0,23,1,2,1,2,6,1758798.03136915,5008423.8197417
0,20,0,1,0,7,8,1867967.65179753,6817209.07329232
0,34,0,3,2,3,8,1701445.20421412,5924803.08798427
0,40,0,2,0,6,8,1486617.49621377,1486617.49621377
0,11,6,3,1,7,17,2670216.70127112,10772749.0831885
0,31,4,0,2,1,7,2412312.24671428,6509826.80115234
0,26,2,3,2,6,13,2501057.36220644,6220340.83314312
1,31,6,3,0,3,12,2016640.6563836,3237035.70746247
1,32,0,3,2,7,12,2249696.47839491,7411487.62120771
1,28,5,2,1,1,9,1898424.40244031,6258344.25830802
1,29,1,3,2,2,8,1868964.62015141,6980812.93244928
1,27,4,3,2,1,10,1849009.06501956,4782567.31334329
0,13,0,3,1,7,11,2431846.20105135,5589251.31691912
1,21,4,3,1,5,13,1871421.92674012,6038847.04444616
1,34,6,1,2,5,14,2321944.32970584,6235013.2427956
1,40,5,1,0,2,8,2086472.92260509,7453269.41909778
0,39,4,0,1,6,11,1998877.87232518,4796821.36015215
0,30,0,0,0,5,5,1670408.77067225,6030951.35634294
0,38,2,1,0,1,4,1132099.78369416,3460726.07614436
1,13,3,1,2,2,8,1380112.19210579,7189622.1272468
0,25,1,1,0,2,4,1244730.36512126,3934770.96739038
0,20,1,3,2,5,11,2800281.53933163,5138460.60257587
0,27,3,0,2,2,7,2018736.52602998,3487283.6646003
0,21,1,2,0,5,8,1205042.01051359,7638714.66613399
1,39,3,1,2,1,7,1968619.76554337,3857236.08156531
1,11,5,2,2,1,10,1578467.15131601,5423558.09175497
0,19,5,2,0,4,11,2541132.30236961,4902718.89146644
0,39,5,2,0,4,11,1915145.74763224,6035391.15519828
0,16,2,1,1,6,10,2181591.96602821,8386854.90504643
0,28,5,2,0,7,14,3054555.22957993,5381838.61077823
0,12,5,2,2,6,15,3404090.51686209,4111786.08036493
1,22,2,1,0,2,5,1674837.05903471,3724667.09050453
0,11,0,0,1,4,5,1388292.28979287,1765151.58494759
0,11,3,0,0,4,7,2092359.10006854,5109978.16949065
1,35,4,0,0,0,4,1478806.63427759,4307810.4951262
1,15,5,0,2,3,10,1190980.03766217,6482931.94530581
1,32,2,0,0,0,2,1036131.71703002,1384959.41407768
0,38,4,0,0,4,8,1755760.1656042,6154231.63537208
1,35,3,2,2,5,12,1753706.65226143,8868050.10013619
1,31,6,0,0,2,8,1182921.38766571,3449188.66066216
0,20,3,2,1,1,7,1521230.95782527,4172742.25852427
1,14,4,1,2,7,14,1942096.06893575,10258837.6721022
0,24,4,0,2,7,13,2981627.05081737,7398919.45917875
0,21,4,2,2,3,11,1691059.14687772,6364565.80316674
0,27,4,1,0,6,11,1635213.48312439,3214389.55667567
1,18,1,0,0,4,5,1790722.08084445,3975245.80760239
0,38,3,3,2,7,15,2407472.0330344,4187682.92743866
1,12,3,2,1,2,8,1774059.59822935,6124340.91781432
1,37,4,3,2,1,10,1497782.63252463,5604506.3991018
1,36,5,3,0,3,11,2199208.09465283,5978146.1230625
0,33,6,3,1,1,11,1990124.23979969,6785254.69727932
0,12,1,2,2,6,11,2175285.68897056,5379908.76212052
1,23,1,2,2,5,10,2053183.83652239,5691727.32803531
1,17,0,0,1,6,7,1566361.34900667,4375992.01938614
0,25,2,3,0,4,9,2269321.66101079,5581692.8319503
0,17,4,0,2,5,11,1582621.63703976,7988313.85724624
1,15,3,2,1,7,13,2923384.83052029,8734975.75695278
0,14,1,0,2,5,8,1794039.01286572,7853742.80289373
0,14,5,3,0,5,13,2256717.69382283,8447695.76034985
1,17,3,2,1,4,10,2290739.43874116,5374899.11377495
0,32,3,1,2,5,11,1680827.45093083,7670871.90768345
0,26,0,2,2,1,5,1805095.63588266,4065024.82535305
1,39,0,2,0,2,4,954354.913909994,3847521.46212639
1,24,0,0,1,6,7,1614075.2016387,4175949.40187027
0,13,3,3,2,0,8,1990403.2564999,7890425.89712202
0,28,3,0,0,3,6,1733908.63035897,6405608.86533126
0,28,6,1,1,3,11,2178250.00500301,1785531.48131647
0,37,2,3,1,7,13,2769131.93724583,8171063.66611931
0,12,0,2,1,0,3,787571.833932141,5711569.44734817
1,17,0,3,1,0,4,1322666.60168836,5335283.24093694
0,37,6,3,2,2,13,2140383.2043475,9767180.70358922
0,26,0,2,2,6,10,1811878.05691322,5252283.36885114
0,37,6,2,2,0,10,2046728.08939153,8412857.73146121
0,36,6,1,0,5,12,2081056.27648654,9024357.97056852
1,38,6,1,1,3,11,2414894.38681196,6140639.75915506
0,12,1,2,0,7,10,2007061.46715678,3500215.09374752
0,33,2,1,1,6,10,2163324.1883216,5585872.63457059
1,22,5,1,1,3,10,2342389.53419735,5389003.44020875
0,15,1,1,0,5,7,1709431.14146961,4263129.44000722
0,11,5,1,1,7,14,2896372.46656943,6049443.18943665
0,23,4,0,2,3,9,1425345.8932666,6074472.71051974
1,39,5,2,1,7,15,2836649.88462645,8671999.34331786
0,34,2,0,2,5,9,1853394.6112524,6030210.6372458
0,28,6,3,1,6,16,2169461.26171337,10488702.774385
0,14,6,2,0,6,14,3012436.11196355,7856190.68308287
1,26,6,0,2,6,14,2555331.47398439,2719622.65330729
0,34,1,3,1,2,7,1856462.24259463,3229660.58790181
0,20,5,1,1,2,9,2153280.47612514,7244154.69086318
0,15,0,0,1,0,1,992080.013763408,3329531.90763907
1,33,5,2,1,0,8,2122703.4408639,5712899.31969939
1,28,4,1,0,2,7,1568071.36637847,6423526.98455853
0,20,5,0,2,7,14,2944704.96076671,10241098.9471375
0,39,4,1,2,4,11,2379452.30100148,4627479.03443406
0,12,6,2,0,4,12,2247073.63027778,6229716.62173883
1,26,2,1,2,0,5,1613318.33040024,6031493.04927017
0,34,4,1,1,0,6,1300002.45222324,4699790.74872959
0,40,4,2,1,2,9,1938477.17703272,2287727.22362986
0,13,2,3,1,4,10,1504726.27123523,6500508.80317531
1,31,2,1,0,7,10,1235645.47756537,7988640.53050064
0,14,3,1,0,6,10,1833273.43762145,5359040.72443355
0,40,2,0,1,4,7,1952159.15761166,5980402.93861794
1,17,2,2,0,1,5,1532447.08490748,5763559.53355158
1,35,1,0,2,1,4,1297741.29514177,1710739.75557843
1,37,5,1,0,4,10,1931677.84839209,6647440.42964383
0,21,0,3,2,7,12,2293368.00434215,6585951.20168736
1,15,1,1,1,4,7,1863043.3394361,4169362.80371443
0,38,3,2,2,0,7,1616206.69404089,4531097.40022735
1,10,3,0,0,0,3,1192028.63079414,1809882.53782092
0,35,4,1,1,6,12,2241798.91898293,8556147.917729
0,27,4,2,2,0,8,1954426.49688748,4973732.31438919
0,26,3,2,0,0,5,1359021.19835638,7132265.21861244
0,20,4,1,1,1,7,1853451.06692187,5023015.76862479
0,11,5,2,0,2,9,1632761.37854449,4115872.60293837
0,34,6,0,1,7,14,2888018.16467884,7061336.17648825
1,30,2,2,1,0,5,1576888.27737233,4682223.27734813
0,13,4,3,0,6,13,2351698.88694645,4430468.25691354
0,18,4,1,2,0,7,1750675.94973051,7015384.38857396
0,38,0,3,2,1,6,1475226.75516808,2288860.66566686
0,25,1,2,0,1,4,1266621.52088928,2067860.54293782
1,23,2,3,0,2,7,1898056.99728714,5573802.6010857
0,29,5,1,1,0,7,1536529.85883333,4636303.34437985
0,32,2,0,0,2,4,1657521.30044153,3931305.66464714
1,13,1,0,2,7,10,1839908.19455971,5806589.46740485
0,21,5,0,0,7,12,2528024.35275978,8789711.27004649
0,12,6,3,2,0,11,2596346.89251824,4179081.00303882
0,31,0,0,0,6,6,1812237.64713834,2426634.1144535
1,38,3,2,1,0,6,1402827.98369445,6904229.83120658
1,16,6,1,1,7,15,2507107.85590715,12073594.0266106
1,16,0,0,2,2,4,1430109.38571216,4709273.01579499
1,40,5,0,2,4,11,2182670.25110193,7766874.60722535
0,33,0,3,0,2,5,1273852.82884553,4084486.38584916
0,20,2,3,0,7,12,2370265.21737654,5108485.93357201
1,13,2,0,1,5,8,1894819.6494681,4712713.40768065
1,20,4,0,1,4,9,2292617.51552893,5906716.55321119
1,40,0,0,2,4,6,1375591.15760304,4200978.43254931
0,27,1,0,2,6,9,2246336.47358932,4360162.03948922
0,19,3,2,1,3,9,2273203.67307564,7883318.31612675
1,30,2,3,2,7,14,2495815.39097239,8143698.55023619
1,16,3,2,2,5,12,2322634.6200106,9587341.58517019
1,32,0,1,0,5,6,1738363.03142958,4877342.41633227
0,12,4,1,1,7,13,2380050.36947592,5811941.42401639
0,12,4,2,2,4,12,2173403.62399225,5834625.0160137
0,33,0,0,1,1,2,1327157.58307275,3286936.06474854
0,39,3,1,0,6,10,1858450.20551783,3275018.45118787
1,28,1,0,0,5,6,1773737.98840777,5043472.28038622
0,16,5,2,1,5,13,2437040.53764254,8092459.27151313
0,32,6,1,0,4,11,2195744.09622062,7219448.85781639
0,11,1,3,1,4,9,1933560.28484615,7640655.85116577
0,14,4,1,2,1,8,1772168.35857765,5883735.19905471
1,12,6,1,0,0,7,1831931.15196196,7338099.99797862
0,24,0,1,0,7,8,1076585.38908893,3496418.06518038
1,37,5,1,0,3,9,1899096.97998436,7556556.01595792
0,12,3,1,0,7,11,2840511.84922285,7381822.49792832
0,13,0,1,2,7,10,1844702.13612796,4258673.35311959
0,32,5,0,0,3,8,1986128.55814715,4145327.2551101
0,22,5,3,0,2,10,2521040.65216025,5029293.37006232
0,33,2,3,2,6,13,2770880.35547034,8617424.62101194
0,37,3,2,1,2,8,1717590.31161303,6180207.87516196
0,14,4,1,1,4,10,2064979.59537059,9602556.14169424
0,20,0,2,1,6,9,2183725.47370764,7035768.16416054
0,24,3,0,2,7,12,3061026.51978921,8251317.6531591
0,18,4,0,0,5,9,1691249.59745941,9555413.23067973
0,14,6,3,1,4,14,2687536.58298238,7724423.58322518
0,36,3,3,2,6,14,2583670.58296895,5865007.4898343
1,33,6,2,1,4,13,2047065.00855563,3069200.59393985
0,11,4,1,2,3,10,1940156.51998639,5731382.81602491
0,20,4,0,1,5,10,2415676.42632507,10202855.6006504
0,36,5,3,1,5,14,2445688.59642488,5967791.79398247
0,18,3,3,0,6,12,1796163.42605321,5396055.99781175
0,12,2,1,1,5,9,2123311.10885472,4704193.43598775
0,18,2,3,1,1,7,1739908.16705496,6355802.60312572
0,40,5,1,2,3,11,2329892.19900191,5865089.21393058
0,36,2,3,2,5,12,2427117.99273164,8919140.65617104
0,31,6,3,1,4,14,2744565.58716662,7387180.13193042
1,37,3,2,1,0,6,2007017.1971863,5932434.94084301
1,18,0,1,2,7,10,2344720.87275234,6790105.08879779
0,17,1,2,1,4,8,1439403.6940399,3519776.07037031
1,28,5,0,2,2,9,1934438.08899719,6404106.61708262
0,11,2,1,2,4,9,1934597.08945338,4614075.46983667
0,36,1,2,0,5,8,1892792.39389698,4071196.37900766
0,32,3,2,1,0,6,1707948.56476359,3997490.66796492
1,28,5,2,2,0,9,1880795.82852647,5447007.18729352
0,25,0,1,1,4,6,1651852.4646848,4896123.93021
0,25,4,3,1,3,11,2330806.3052789,4996420.50543883
0,16,2,2,2,0,6,1605913.66344558,5586341.66817807
0,37,3,1,0,7,11,2231271.12343002,4232836.4300408
0,16,2,1,2,2,7,1266494.63376442,3182085.09474563
1,17,6,1,1,3,11,2533670.43154471,4778201.67975806
1,21,4,2,0,7,13,2145986.03253564,3913423.52612023
0,23,1,3,2,5,11,2337402.10008018,3958154.79428061
0,35,1,1,0,5,7,1952699.97597007,6243056.64520352
0,24,6,1,0,2,9,2123957.87010991,7724629.96433393
0,26,6,2,1,1,10,1648970.41646933,11243778.825932
0,12,2,1,0,0,3,1383612.1633918,4110800.38975913
0,25,4,1,2,6,13,1965668.39903691,5677314.83765386
1,25,4,0,0,3,7,1134298.38648068,5951057.24514772
0,22,6,2,1,4,13,2431442.92274343,8939415.57654054
0,13,3,1,1,2,7,1716263.91310591,4679358.2830324
0,15,0,1,2,5,8,1654922.05333358,3913463.90752339
1,19,4,2,1,2,9,1758947.33645716,8100583.81120847
0,11,1,0,0,5,6,1967568.04026858,5969108.98290498
0,34,5,1,0,5,11,2360483.52713385,3557656.35753396
0,35,0,2,0,0,2,1534288.99521217,6098019.27043293
1,22,5,2,1,0,8,1159238.89242148,7193227.69270764
1,21,2,2,2,5,11,2356280.33333127,7543702.24613095
0,28,2,3,2,2,9,2084833.13350867,5530898.3248912
0,30,1,2,0,6,9,2443295.270299,6028877.44846894
0,36,0,3,1,7,11,2217954.88937206,6743047.74018402
0,14,0,2,2,6,10,2336949.08450283,4135347.97410493
0,17,3,2,1,1,7,1578212.71623114,4691661.28945535
0,32,1,3,2,3,9,1888728.46527344,5054366.22981084
1,21,1,1,2,3,7,1765008.42436786,4734295.63989146
0,35,3,3,2,2,10,2026098.81574365,5424786.57881933
1,20,2,3,2,4,11,2346943.76904037,9140870.54410935
0,13,1,1,0,3,5,1479326.89787792,2833904.56351461
0,26,0,0,2,6,8,1897285.65123413,2846392.25269336
0,22,2,1,1,4,8,1442733.91777047,6996877.18347025
0,16,4,1,2,0,7,1315521.20204635,6347353.19417962
0,37,5,1,1,0,7,1842610.87725477,5824085.41495237
0,10,3,2,2,6,13,3298603.92716353,8144632.96731913
0,15,3,3,0,5,11,2115010.66550077,7915676.03471887
0,26,5,2,1,4,12,2349021.15874372,7768741.08279416
0,16,5,0,2,2,9,1901794.60211496,6576876.91462727
0,30,5,1,2,3,11,2075437.60224739,8816919.68572525
0,23,2,2,2,4,10,2374148.73564147,7766275.02803291
0,26,4,3,1,7,15,2255782.99758707,6225233.80698593
0,28,0,0,1,1,2,1378240.02641485,715467.686557247
1,28,0,3,1,0,4,1416240.32842748,5757067.60006504
0,38,3,1,2,6,12,1501657.93622679,1881166.9626303
0,11,3,2,0,1,6,1583899.73643353,3674422.92468932
0,16,6,3,0,0,9,1665900.74931478,6600734.12617114
0,28,2,0,1,0,3,1024433.20595681,1229891.42956568
0,40,3,2,2,5,12,2484289.00743278,7432578.70291654
1,21,6,0,0,1,7,1578136.28302962,6160687.73736673
1,33,1,0,2,3,6,1998702.51467554,6525245.2179666
0,38,0,1,1,3,5,1423124.3162476,5272472.04927803
1,36,2,3,1,0,6,1455992.02076125,7794068.51309636
0,26,5,2,0,6,13,2333777.51976608,6055031.2382285
0,29,5,1,0,0,6,1580074.77346123,5835273.22850419
0,37,2,3,1,5,11,2523863.77247118,7482085.3173196
0,35,6,0,2,6,14,1939944.83289841,6876355.75262178
0,17,2,2,0,6,10,1801568.09721972,5646600.163725
1,34,3,2,1,6,12,2914297.14933951,7122615.9478192
0,33,6,1,1,0,8,1775876.8576304,7267074.44610554
0,16,6,2,1,6,15,2827410.77642595,3746260.91320034
0,23,3,2,1,3,9,1837046.49547532,4403277.27810159
0,21,1,3,1,3,8,2039948.68921721,7102978.00045467
1,28,4,2,2,1,9,1425039.27665416,7897415.34363667
1,36,0,0,2,3,5,1764154.49268373,3736813.97881582
0,26,4,2,2,1,9,1644593.92692461,3318820.53526573
0,36,0,1,0,0,1,1063194.46290235,3432540.36799719
1,16,2,0,1,3,6,1026495.0531095,4360364.653161
1,21,2,2,0,2,6,1536018.4601151,3770950.26866397
0,10,5,1,0,0,6,1335037.46046136,6247104.53509719
1,27,3,2,1,5,11,2097338.58367238,6427314.44020906
1,23,0,0,0,4,4,1483967.63614961,4470323.07790698
0,14,4,0,0,1,5,1567683.07403996,4477901.40906617
0,27,1,1,1,5,8,2229650.13658816,4270095.14830613
1,19,3,0,0,4,7,1246559.90490073,5141923.24714792
0,25,0,0,2,4,6,2223663.30191091,5403409.35455504
0,33,0,2,1,6,9,1906390.19889971,2400884.75748078
0,24,0,0,2,2,4,1410430.9737081,2815309.88867811
1,27,5,0,1,1,7,1814109.18126509,5754035.37761008
0,37,6,3,1,3,13,1976768.19997711,7617560.87787204
0,36,0,0,1,5,6,1812820.28694338,3321818.07947932
0,23,0,3,0,0,3,1208245.29964347,2728811.85740613
1,38,3,3,1,1,8,1816005.88751871,5052893.60368462
1,35,4,2,2,7,15,1830275.56558898,1401143.28956207
0,28,0,3,2,6,11,1563372.13523152,8573903.07655747
0,38,5,2,1,3,11,1803505.47705359,4805284.42018329
0,35,0,2,2,3,7,2098098.53942574,5322241.98697759
0,36,4,2,0,1,7,1894259.91190857,4177755.75650458
1,10,6,2,2,1,11,2044780.23889256,6885202.06800573
1,27,2,1,2,7,12,2222130.77866214,8492996.06176932
0,29,5,1,0,5,11,1497146.9373482,5798562.82154722
0,14,4,3,1,2,10,2167508.90302953,4989017.96679633
1,19,5,2,2,3,12,2406286.6008116,4728596.50302751
0,22,1,2,2,7,12,1877090.50567946,6190785.82653029
0,12,6,2,1,0,9,1684107.5139531,3632845.49873746
0,15,4,3,2,0,9,2005359.88355395,7803169.65541468
0,39,3,2,2,3,10,1446874.65318839,6146021.26148035
1,14,5,1,0,6,12,1985157.75534743,5126431.40381359
0,22,1,2,2,3,8,1478888.88135607,6851638.07945128
0,20,4,2,1,0,7,1720146.97084396,7171513.49680231
0,13,6,0,2,5,13,2308340.32413605,8160166.87588641
1,20,0,2,1,0,3,1630397.52935378,1650316.47098267
1,18,0,3,1,4,8,1853331.96178157,5389850.15910916
0,20,2,3,0,7,12,1786548.84430569,4101110.3206021
0,20,1,0,1,3,5,1483256.98611087,4260380.52213319
0,32,2,0,1,4,7,1581455.60215577,7662900.57476893
0,40,4,3,2,1,10,1538182.24357539,8144187.12043533
1,40,0,3,2,4,9,2193770.15728576,5192099.47843347
1,21,4,1,2,5,12,2583904.28816195,5931582.03281201
0,13,5,2,1,2,10,2269640.60333871,7504350.84340199
0,36,4,3,2,1,10,1482795.43920248,8243923.36857369
0,26,2,3,2,1,8,1510868.29727746,5376033.41824144
0,28,2,3,1,3,9,2123235.34677902,5171026.64153571
0,38,6,1,0,5,12,2358280.7545107,6491338.86136043
0,37,1,1,1,4,7,1964129.3004809,3112488.87417497
0,34,3,0,1,6,10,1868335.29421791,3951845.84376123
0,26,6,2,1,4,13,2299016.29399489,7209508.75761558
0,37,0,1,1,5,7,1605476.73587135,4559891.41908763
0,10,0,0,0,6,6,1205255.66097668,4915488.42115792
0,34,6,2,1,5,14,1859093.68004012,9026479.60502292
0,34,1,0,2,3,6,1373335.7069131,4963176.83692558
0,26,6,1,1,0,8,1803294.47561816,6284455.30927022
0,19,1,3,1,5,10,1604350.63761795,5615206.93539609
0,14,0,1,0,1,2,1108880.78014074,3665772.78410762
0,28,4,1,0,0,5,1282753.10096516,5927886.23394261
0,10,1,3,0,4,8,2120548.81367104,4279529.78008906
1,31,4,1,0,2,7,1468757.90893734,3731917.47605791
0,38,4,1,0,2,7,1631050.47848787,4273908.13204213
1,14,6,3,0,6,15,2637579.6220597,5226809.24097622
1,33,0,2,1,1,4,1359990.88159569,3592574.08455671
0,31,2,0,2,1,5,1326391.76137503,6948392.83432532
1,17,4,1,2,5,12,2499432.16852484,7578219.98814738
0,15,0,2,1,7,10,2229348.38194666,8278143.03435198
0,16,1,0,0,0,1,710976.98354471,3601114.74671226
1,24,2,2,1,7,12,2577623.1676193,6851949.11398231
0,18,2,3,0,3,8,2040598.1292978,6488919.89905215
0,33,3,2,0,6,11,1814941.66125281,5946704.48221914
1,31,0,1,2,3,6,1448618.0153384,5140144.69817908
0,31,2,0,1,5,8,1732272.92182068,4926138.93232454
0,22,4,0,1,3,8,1593111.2767856,5457723.41476
1,21,2,3,0,6,11,2069291.3144381,5676795.66414423
1,37,5,3,0,1,9,1258365.21193062,3120032.99006956
0,38,2,1,2,4,9,1905393.53139431,5518163.55295908
0,38,1,3,1,7,12,2087405.31333261,8216428.93483163
1,10,6,3,0,6,15,2406829.37400979,6557262.27291527
0,37,5,2,1,5,13,2301326.3548821,6831330.90815474
0,19,1,0,2,6,9,2128232.44111264,3592416.59884644
0,34,0,3,2,4,9,1350754.35099221,5040443.56672414
1,33,0,1,2,5,8,1832843.38064204,5811778.07024342
0,31,4,3,0,2,9,1447859.57635044,6440015.18608734
0,30,6,3,2,3,14,1659314.41316191,8253331.16005576
0,40,6,0,0,7,13,2782846.50436253,6734647.01369452
0,22,6,1,0,4,11,1760667.41413291,3518096.36849568
0,26,4,2,1,3,10,2616538.23049503,3440996.56374398
0,12,0,3,1,7,11,2389914.47499866,4874577.28618851
1,23,6,2,1,3,12,2217714.63400983,6336567.52167309
0,35,1,0,0,1,2,1462259.06000309,3711875.37996297
0,28,6,3,0,3,12,2293551.99910703,5163509.88236581
1,10,1,1,0,0,2,1187231.13258645,2740107.32010302
1,31,5,0,1,4,10,2125569.17177267,7808333.105728
0,36,1,3,0,2,6,1421008.23552659,3633339.54505641
0,19,2,0,0,0,2,1518701.49432227,3115557.01620895
0,38,0,3,2,0,5,1347231.64800945,1202426.98074158
0,25,6,2,0,6,14,2271818.66988701,7932565.56807892
