"sex","age","Computer","TV","Cellphone","Software","Frequency3","Monetary3","Monetary60"
0,17,4,0,1,4,9,2279180.98260138,6123705.28363748
0,21,5,1,1,3,10,2056077.50216727,6907908.83455229
0,32,2,1,0,0,3,1336086.60632041,5449721.49835823
1,21,5,3,1,0,9,1718566.23867911,4838288.49140294
1,32,4,1,0,0,5,1344307.47135023,2824729.81845296
0,13,0,2,2,0,4,1568181.95839893,7074936.10987055
1,23,1,3,0,1,5,1304841.56340812,4824746.20057581
0,27,5,1,2,3,11,2526464.79174993,6613303.01040131
1,36,6,1,1,3,11,1610508.5823461,1083078.217349
0,21,0,3,0,1,4,1369716.9901507,2009929.06207173
0,18,1,2,0,5,8,1678031.63038271,4608170.53944536
1,36,6,3,0,7,16,2251842.15049364,8228073.82635738
0,32,5,3,0,5,13,2235969.72329558,6398075.2397532
0,24,6,2,0,3,11,2282925.86749915,6671732.38664001
1,30,3,0,0,3,6,1802735.01841618,3525719.9751615
0,24,4,3,1,2,10,1294598.30974219,8363780.86804046
0,17,1,0,2,6,9,1734284.30878021,4470186.05214747
0,40,1,2,1,1,5,1555930.88365254,4163456.91353632
0,34,6,1,0,6,13,2502865.65981874,8770504.75140903
1,30,4,0,2,4,10,1807161.69089128,4270436.69157329
0,35,4,0,1,3,8,1394926.43937778,5227328.78803036
0,25,1,0,0,2,3,842271.53600327,7370756.99271173
1,10,0,0,2,4,6,1656383.17458197,7245954.58481795
1,38,2,0,0,3,5,1975969.21456514,3654297.4325138
1,38,3,0,2,1,6,1311558.45946394,5330949.20660483
0,38,3,3,0,1,7,1568579.97619753,3881523.42863451
1,24,1,1,0,3,5,1378284.40373168,7861093.88076404
1,11,4,2,1,3,10,2012898.31024309,3812373.23938883
1,12,5,1,0,4,10,1990896.39403866,8158284.17172391
0,37,2,1,0,2,5,1306034.74637306,4044137.67258738
0,34,0,3,2,0,5,1588769.41472553,3751591.40699723
0,40,2,0,1,4,7,2109029.31143659,4439144.30564842
1,28,4,1,1,1,7,1887963.61108607,3504742.43498045
0,22,1,2,1,0,4,1561878.15194079,8202655.22509311
1,14,1,3,1,5,10,1908608.13648556,6578903.72690881
0,21,5,0,2,6,13,1941626.92463069,7135972.92041487
0,13,2,3,0,7,12,2132396.80109746,5892264.50616414
1,32,5,2,0,1,8,1627316.85090694,2680982.32264037
0,32,5,1,2,7,15,2485371.31200147,9172966.23749041
1,27,3,0,0,3,6,1616870.99186311,6041674.7428399
0,26,3,0,0,4,7,1925364.1430244,3962212.86025372
0,33,5,0,2,1,8,1503178.00312104,6736122.64051155
1,39,0,0,0,7,7,1965538.77461179,4902181.36399174
1,10,4,1,2,1,8,2062224.78973983,4317173.83401356
0,16,6,1,1,6,14,1315338.93910822,4294325.1365136
1,23,2,1,0,0,3,1337418.7411148,4527243.62619685
0,16,3,0,0,6,9,1720151.99062738,6794590.30751093
1,34,3,2,0,5,10,2263657.42353793,2010668.90009525
0,24,1,1,0,5,7,1478185.77524573,5710602.12348499
1,38,3,2,1,0,6,1959795.20618392,7201049.2520262
1,30,2,0,1,3,6,1373956.53495938,3464684.38145807
0,19,3,2,1,3,9,1950916.31976339,8987990.74627201
0,35,3,0,0,6,9,1423488.36134674,2874609.30078262
0,16,2,3,1,2,8,1873670.27969752,2822824.36161365
0,11,5,1,1,1,8,2017283.30718295,5449051.78975293
1,20,4,2,0,3,9,1808366.19540147,7381185.57259588
0,36,3,3,0,5,11,2038962.68713004,5276757.90655048
1,37,4,0,0,5,9,2123350.88075376,4291837.0833135
1,31,0,1,2,7,10,1913314.47012473,6095702.03854328
0,36,0,1,1,5,7,1803622.55348429,3917723.2138675
0,15,0,1,2,7,10,2279761.6962051,6733977.82982189
0,27,4,0,1,1,6,1629032.59412145,7383620.32207622
0,11,3,2,0,3,8,1895155.91702058,1794510.33763561
0,19,0,2,2,1,5,1532147.1109709,5740593.67214382
0,13,3,2,1,4,10,1708789.17518105,9027902.03611872
1,21,6,3,1,3,13,2311954.84634266,9363579.27255193
1,25,1,1,2,3,7,1802106.49850977,6852255.79469174
0,12,3,2,2,4,11,2162753.28833649,7683185.26343694
0,36,4,3,2,6,15,2776612.38011994,8454039.1490206
0,36,3,0,0,1,4,1632776.87730194,5593827.42252642
1,16,1,0,1,0,2,1274458.2123216,1996171.19240964
0,28,4,0,0,2,6,1611035.30981342,3679853.78860758
1,30,0,2,2,2,6,1691380.65576172,5117265.28712464
0,18,5,1,1,4,11,2026360.0628335,3338428.93038707
0,40,0,1,2,1,4,1256515.50411559,2416808.17455915
0,25,1,1,1,0,3,907411.971303933,6042772.52813007
0,16,5,1,0,6,12,2082745.52819514,7698499.15418485
0,24,2,2,2,4,10,1759249.63410297,9270402.91510659
1,40,5,2,0,4,11,2341641.57764932,5521337.83453528
0,29,6,1,0,5,12,2206994.82283731,8929188.28472545
0,14,3,2,2,6,13,2531522.5360323,7356945.16804414
0,23,6,2,2,7,17,2947698.16694362,8943680.0273904
0,39,0,0,2,6,8,1579788.09108646,5581019.89009778
0,28,1,3,2,0,6,1524083.65336602,3929123.48485803
1,20,0,0,1,6,7,1872429.02243732,3121367.65219298
0,16,1,2,2,1,6,1159756.38895845,3450791.22679025
1,22,3,2,2,6,13,1851883.40670721,4754750.47030879
0,20,5,1,0,7,13,2488837.206383,5567181.62030999
1,25,1,3,2,0,6,1942845.83044888,6582530.03295062
0,15,2,2,1,1,6,1594711.29028427,4712978.493679
0,16,0,1,0,5,6,1899841.68208365,5048137.3634266
0,33,2,3,0,0,5,1263790.89717235,4180605.35545361
0,12,5,0,1,6,12,2027950.56131687,6630280.3333727
0,28,1,3,1,5,10,1758718.37048299,7120243.46466764
1,39,4,0,1,3,8,1388435.7853932,4586879.37747208
0,39,5,3,1,2,11,1877625.6978859,5516619.46336585
0,10,5,3,1,7,16,2699698.73968957,8093926.80087133
0,12,4,3,0,2,9,1729769.91381407,6670484.15923176
1,19,4,1,0,4,9,1499857.87161096,2993164.8076416
1,23,0,0,0,6,6,1459424.88302288,5360941.13540492
1,20,1,1,2,4,8,1987390.06473837,7556762.15584116
1,18,3,1,2,0,6,1717606.45723858,7970060.16447191
0,15,5,3,0,2,10,1840375.92291321,9283648.90768357
0,40,5,0,1,7,13,2481549.86758897,6339285.64232806
1,31,5,1,0,5,11,2118966.40346915,9288633.23228119
0,13,4,3,2,6,15,2681644.34869446,9981481.22028365
0,10,5,2,0,0,7,1433329.67335443,5610040.31555676
0,10,3,0,1,5,9,1348794.24751262,4020520.98533584
0,36,2,0,2,0,4,1251174.07081403,4857242.82866855
0,16,2,3,2,3,10,1987019.27550211,3095803.50808011
0,29,1,3,2,6,12,2124128.97446722,6544696.954521
0,36,0,0,2,2,4,1375361.49925397,2834662.80621213
0,20,4,1,1,3,9,1534953.46003187,8655871.26741393
0,28,2,3,1,4,10,1698310.56757018,7455853.54695376
1,38,4,0,2,4,10,1669994.25697788,9555325.45283167
0,38,0,3,2,2,7,2003803.10927736,7632364.45161289
0,28,5,0,2,5,12,2086969.82894147,4573731.80459531
0,13,4,3,2,1,10,2338208.95040471,8657873.32790571
0,32,5,1,2,0,8,1753084.73072245,3034068.46844515
0,22,6,2,2,7,17,2436975.90133077,11273701.9097108
0,32,4,1,1,0,6,1833177.38728462,6191084.00755277
0,38,0,2,0,4,6,1552358.52883345,5051782.42941179
0,11,1,0,1,5,7,1666580.32992146,2970512.93021814
1,12,5,3,1,4,13,2082998.28864948,9645288.87865382
0,28,0,1,0,4,5,1827639.2983906,1521689.17751012
0,31,3,1,2,2,8,1691451.18107749,3534768.27709106
1,14,1,2,2,3,8,2416556.65049681,3619710.43788751
0,10,3,3,1,0,7,1349647.19895585,4849016.78515384
1,24,3,3,0,5,11,2788429.83180841,5895298.39005388
1,24,6,2,0,1,9,2008474.21176085,6518576.14235038
0,14,2,1,2,3,8,2216872.62304134,6163821.18589613
0,10,0,2,1,7,10,2029439.98517324,11105916.681454
0,26,0,3,1,3,7,1500513.35786587,1957541.11847031
0,40,5,3,1,5,14,2325820.46858094,8388687.005709
0,27,5,3,2,2,12,2361668.98145166,2512989.73028588
1,37,4,0,0,2,6,1769151.60065196,4897535.31604313
0,25,6,0,0,4,10,1996513.93710143,7632140.83290769
1,33,5,1,0,6,12,2047564.51624443,6356529.06829931
0,26,0,3,2,4,9,1779988.89838397,9275141.48710453
1,29,3,2,2,6,13,2761784.82992367,9436900.99674565
1,29,2,1,0,4,7,1727106.12073498,463942.250319652
0,19,4,1,0,3,8,1684766.64895573,5389041.79319343
0,26,1,0,0,5,6,1245174.24364583,5650474.27395089
0,35,4,0,0,2,6,1445680.43538952,5686100.81929859
0,20,2,1,1,7,11,2746664.53789742,6319185.48004195
0,18,2,2,2,1,7,1541676.00376393,6157069.91135633
1,15,2,2,1,6,11,1941564.23178726,5293039.56374735
0,35,3,3,1,5,12,2049408.64013976,10930863.6410242
1,15,5,0,2,7,14,2464095.22388742,8358184.30298746
0,38,0,2,1,2,5,1821674.50995178,4731334.81606697
0,24,0,1,0,7,8,2077162.14924163,6832219.8160572
0,10,4,0,1,3,8,1997706.96732724,5417900.87295047
0,11,6,3,0,5,14,1510803.01665986,5873119.16169456
0,11,3,0,1,2,6,1725889.02995352,4867789.79985543
0,31,2,1,0,2,5,1265463.58206649,1391124.69605603
1,10,6,2,0,6,14,1574484.2443577,4220339.53739699
0,40,3,3,2,4,12,2408921.24544417,5131998.84269816
0,21,2,1,0,2,5,1124065.91064345,4823228.22779215
1,16,0,1,1,7,9,1844703.88867842,5672607.77544592
0,33,3,0,2,1,6,1406012.80182942,6489750.92202743
1,27,6,1,2,1,10,1501695.65703134,7186330.59668818
0,38,3,3,2,6,14,2800995.54602278,4901050.58438355
0,39,5,0,1,0,6,1180822.60027003,4061562.07023228
1,15,6,2,0,6,14,2648608.2703341,6705675.70831637
0,36,4,0,0,5,9,2169182.10866093,3733712.33911428
1,38,5,1,2,1,9,1466020.42140497,7271029.53493095
1,11,0,1,1,4,6,1410638.20736803,4901435.62197752
0,30,0,2,0,0,2,1053201.66855227,4858062.5329987
0,16,1,3,2,1,7,1932523.44586598,2642840.19751559
0,40,2,0,2,7,11,2411933.28269454,6176813.17074071
0,19,3,0,2,5,10,2062369.58889357,5425726.76193361
1,30,2,3,2,5,12,1720767.31441014,4505964.4460759
0,37,0,3,1,4,8,1371340.79838639,5300230.51068577
0,30,6,1,0,4,11,2168928.37164003,5926998.78789095
0,16,5,1,2,7,15,2692244.6078018,9885055.59648037
1,31,4,3,2,3,12,1863630.09643599,5085336.2875456
1,37,6,0,0,4,10,2749743.37242701,6282648.98661587
1,19,0,2,1,2,5,1470936.20080003,4824611.37490793
1,38,5,0,2,6,13,1742999.14749018,5850493.31538748
0,31,5,0,1,6,12,2068688.08056092,3665057.0919509
0,30,1,3,1,1,6,1733384.4701062,4239117.63638645
1,39,3,3,0,0,6,1506028.76457293,4327493.44560231
0,21,0,1,0,1,2,772884.717055972,5485996.42612609
1,16,6,3,0,7,16,2939516.87035562,9716801.13210726
0,15,3,3,2,7,15,1733461.29735176,7089643.77721865
1,28,1,2,1,5,9,1733178.2252981,5987046.92034247
0,33,6,2,0,4,12,2393684.18683492,6142069.61395465
0,32,2,0,1,1,4,1172227.47981736,4461474.43450252
0,39,1,0,0,6,7,1912733.99116476,5239057.5855983
0,12,4,0,2,1,7,1620810.60781098,3877839.3312616
1,11,4,2,1,0,7,1990452.59521297,3558133.81604276
0,28,5,3,2,6,16,3001811.3686523,10294869.8986163
0,30,1,1,0,4,6,979051.522784287,6937007.21019868
0,32,3,2,1,4,10,2032877.07703472,3633173.54365544
1,18,1,3,2,1,7,1819334.22145759,4602304.8756576
0,35,4,3,2,6,15,2062302.93245518,5883128.59058936
0,12,5,2,1,2,10,1962973.29055834,4635875.09370823
1,40,1,0,1,7,9,1769591.00191588,5086067.24565699
0,18,4,0,2,2,8,1787119.7809862,6162765.24643062
0,37,3,2,0,1,6,1302754.30724163,7057533.69552924
0,23,6,3,2,5,16,2919560.47075431,3890836.70744271
0,13,4,0,0,1,5,1346240.96002316,5030954.75898836
1,21,4,2,0,5,11,1644794.18931551,8576660.44016496
1,32,0,2,1,5,8,1364410.32972465,5980480.49757327
0,37,1,0,0,7,8,1737687.80861647,7715606.16803512
0,21,0,3,1,1,5,1305621.73705038,2820994.2496922
0,34,0,0,1,0,1,1399757.01852244,4886929.61908207
0,22,4,2,2,3,11,2397691.60439832,7118749.67409156
0,12,1,1,2,5,9,1776583.87258869,4516543.87714521
0,22,4,0,0,1,5,1717967.14630028,6071812.05177796
0,16,5,3,2,6,16,2796916.34923037,8715361.16670718
0,35,6,2,2,1,11,2001461.16364588,8027270.91598063
1,40,0,3,2,2,7,1667322.04470898,7061445.19979203
1,27,2,1,2,4,9,1455509.05186478,3266348.59212061
0,19,2,2,2,3,9,2330353.26441672,6618238.27519792
1,31,2,0,0,2,4,1657543.18760158,1593425.20859997
1,39,5,2,2,7,16,1949066.82894434,8144853.44669679
0,32,6,0,2,5,13,2625098.16849847,7675670.29053397
1,24,0,0,2,3,5,1509620.45175857,4789084.83277891
0,14,6,3,0,7,16,2886492.48415607,10304195.7681883
0,25,3,1,1,0,5,1595352.0053143,5521949.58311927
1,11,3,2,1,0,6,2214590.71646031,5114236.4708342
0,22,4,3,0,3,10,1799864.85971876,6852477.57579844
1,31,1,3,1,2,7,1737737.74659692,2323100.73212808
1,13,4,2,1,2,9,2188515.60111605,4090844.79325959
0,12,1,1,1,7,10,1809994.45178281,6740035.99613526
0,39,2,2,0,3,7,1677672.25396432,1515020.33758879
0,25,4,0,0,2,6,1225211.75320005,4306968.26681587
1,13,1,3,2,6,12,2442408.24194423,2504634.78613812
0,17,6,3,0,7,16,2871765.87158572,5288553.85649661
0,35,2,2,2,4,10,2081886.20498901,7740425.80325254
0,19,4,3,0,2,9,1333594.67619342,3727071.39814959
0,23,3,1,2,5,11,2820171.75047743,4605836.98140796
1,36,6,1,1,0,8,2096542.33800627,6516374.68887357
1,15,4,1,2,6,13,2283457.85606119,6581107.95802745
1,27,4,2,2,7,15,2177931.40875384,9242253.44055351
1,17,5,0,2,4,11,2663603.30760927,9351967.56097237
1,19,3,2,0,7,12,2240578.83708173,8244942.85035083
0,40,0,1,1,2,4,1261486.72002838,2535981.9762417
0,23,3,3,2,4,12,2629379.85176267,8873802.04185413
1,40,3,2,0,5,10,1793193.78688711,8042272.83180113
0,14,0,0,0,5,5,1458044.11486991,4530312.45511036
0,31,3,1,2,7,13,2592894.33713625,6811871.62213364
0,35,2,3,2,4,11,1910388.58444108,4063543.36974649
0,17,1,2,2,7,12,2616987.04933303,3659781.89777017
0,35,1,3,1,6,11,2027810.70364968,3584855.23185172
0,25,1,2,2,4,9,2095695.27065229,3318712.00199909
1,25,6,3,2,3,14,2136193.00927649,5946191.834486
1,40,0,3,2,2,7,1539251.56385036,3005449.23303227
0,32,2,3,0,0,5,1444898.93899762,1810517.13807078
0,36,0,0,2,5,7,2196981.7259731,5123608.22414191
0,36,0,0,1,3,4,1752505.77221611,1289968.66163178
0,10,3,1,0,0,4,1685492.99574044,3285336.86838581
0,11,2,3,2,5,12,2618292.75573641,6831391.28154928
0,38,4,1,1,2,8,1960938.52786326,6333321.58730893
1,19,4,0,0,3,7,2013738.37638752,3767904.62904238
0,14,6,0,1,5,12,2919003.16473225,6914223.13898499
0,37,3,1,2,2,8,1683752.70517898,5580300.05628327
0,24,1,3,0,4,8,1848642.46773546,7378829.55514909
1,27,1,2,0,3,6,1423689.19754461,4157517.11989298
0,14,6,0,2,5,13,2629411.20575115,8121363.70114325
0,33,3,3,1,4,11,1921313.02933175,8107531.12244333
1,16,3,3,2,6,14,2375922.83430265,7118428.61050134
0,21,3,1,0,7,11,1422168.4326195,9406921.13724744
0,23,5,3,2,2,12,2227865.19624075,4985308.22321282
1,12,5,3,2,2,12,2296829.96058538,6124074.4472456
1,29,0,0,1,5,6,1935484.48759746,2831404.00840511
0,14,1,1,2,7,11,2125103.8293742,4157699.61542122
1,39,0,1,2,4,7,1925154.02348595,4405612.83679688
0,22,0,0,1,2,3,1450275.9227035,4335565.04206496
0,31,4,0,1,5,10,1704889.6784264,3926710.84103553
0,36,5,0,0,0,5,1348305.6920559,3083312.33591659
1,37,6,3,2,5,16,2259142.26635549,10522065.7983046
0,22,0,0,0,0,0,767485.171955598,2340345.42068154
0,25,2,1,2,7,12,2342207.81495952,7581731.2835325
0,30,5,3,1,4,13,2260528.10063936,4042615.79592751
0,26,3,1,1,6,11,2176996.15995168,5537788.12670879
0,26,5,1,2,7,15,1752875.7614817,9627884.56873301
0,26,4,2,0,2,8,1712946.72906766,10072161.5701129
0,17,1,0,1,4,6,2093182.0809526,2176568.87141277
0,34,6,0,1,1,8,1813361.75215859,2704584.01742786
0,13,1,1,0,7,9,1790512.65397442,5313634.9409855
0,20,6,3,2,7,18,2690370.59156393,8046933.04165782
1,38,1,1,0,5,7,1931930.07366598,3712592.60936666
0,14,3,3,1,1,8,1464070.85981761,7610647.46033281
0,32,4,1,1,6,12,1819852.68964688,7923854.82598951
0,19,3,2,0,4,9,2286847.85171273,3067910.46112271
1,24,0,1,2,0,3,1146486.16329359,3662800.24713642
0,20,1,2,2,2,7,1751608.82034934,4167599.06248056
1,37,6,2,2,0,10,1820138.87450254,5251599.39676397
0,22,1,0,0,7,8,2050135.75694677,5994668.91130508
0,36,1,3,1,0,5,1428398.4563183,1540690.37159934
0,11,0,1,0,6,7,1430127.80263489,5136991.18118976
0,15,2,1,2,5,10,1912940.72555808,6702448.0641585
0,17,5,1,1,6,13,2153535.05249768,4380054.0456938
1,38,4,3,2,6,15,2142001.94606122,4190718.97841735
1,22,4,3,1,6,14,2801159.82528712,6828626.13196295
0,30,6,3,1,4,14,1838362.16025376,7424008.78972889
0,18,5,1,0,3,9,1793548.56106093,4799224.05885722
1,13,4,0,1,0,5,1339465.25775122,6557771.38718705
1,33,3,1,1,2,7,2324912.24805828,3109831.81302154
0,24,5,2,0,4,11,1882065.21443407,5522808.60394166
0,21,0,0,0,7,7,1949293.19358532,4893357.10989656
1,10,6,3,0,6,15,1153511.85177427,7423940.20319176
1,37,1,3,0,0,4,1005031.98729848,6139672.6551905
0,21,6,0,1,0,7,1876179.91462216,3405733.00961889
0,28,4,3,2,1,10,2351165.05146096,4184336.86336118
1,36,5,2,1,6,14,1922493.3625341,8230594.61357906
0,37,1,3,1,5,10,1576825.97315233,4973847.59520967
1,33,0,0,1,0,1,1073844.90165454,4180098.43701652
0,15,6,0,1,5,12,2761986.30690865,8085835.26401894
0,29,2,1,0,0,3,1482097.54907811,3716366.85980465
0,40,5,2,1,7,15,2896588.57751386,8849807.45590932
0,34,5,2,1,0,8,1919473.35333301,2898492.52762082
0,30,1,3,0,3,7,1740387.68742113,5786985.27164785
1,37,6,1,1,4,12,2054047.90212402,8048295.59732205
1,26,3,3,2,2,10,1574096.98034959,6573823.19873801
0,37,2,0,0,7,9,1423988.96867413,4596236.24212819
1,31,4,3,1,3,11,2329244.91126829,2711622.37321103
0,36,1,3,1,0,5,1650967.62026573,4918516.95854827
0,38,0,0,1,5,6,2138320.35252839,3347489.56796602
0,39,2,1,2,0,5,785100.648911269,5752093.94084921
0,16,1,1,2,5,9,1964135.21865252,8684971.81956857
0,28,3,1,2,7,13,3249249.67718379,10298032.1001755
0,24,1,1,2,0,4,1256154.36731854,4795346.88829887
0,25,6,0,2,0,8,1737394.03912656,7129165.26184008
1,19,1,3,1,7,12,1874504.92664921,5405021.11003593
0,36,3,0,2,2,7,2036650.30089329,8433399.41802599
0,30,0,2,1,0,3,1838900.62808234,4425141.66864983
0,26,0,0,1,4,5,1101360.08099015,3100352.05994711
0,27,4,1,1,7,13,2225864.01490296,4552303.94645357
1,26,5,3,2,7,17,2721376.03005204,8431670.90607479
0,29,5,1,2,2,10,1601559.69900552,5338361.1317917
0,17,2,0,1,1,4,1750360.82674272,5867946.77581399
1,13,6,1,0,4,11,2624498.237472,3181898.80259771
1,34,0,1,2,7,10,1558990.00013599,9253854.35157747
0,14,4,0,2,1,7,1848188.73587114,5188974.4102511
0,25,4,3,0,6,13,2718406.59914153,8249605.8646859
0,34,2,0,0,0,2,1080996.16429922,3079241.20294236
0,33,1,1,2,6,10,2203979.26345669,5455269.94067103
1,18,4,0,1,0,5,1303185.27018625,5967322.77094883
0,20,4,1,0,3,8,1880469.98605354,4276820.79130042
1,22,1,2,1,6,10,2328474.94996022,6033523.4271114
0,15,5,1,0,3,9,1305349.41593882,8134953.67354343
0,10,2,1,1,2,6,1318905.41035974,5183052.39925408
0,10,6,3,0,0,9,1661533.38326547,2667899.92579362
0,36,1,3,2,7,13,2227559.07045716,12346609.9498674
0,35,5,0,2,2,9,2347408.71669147,6480930.58344136
0,15,2,3,2,3,10,2133797.48078017,5007087.23757958
0,17,0,2,0,3,5,1550680.61481132,1574158.64279172
1,25,2,3,0,3,8,1847082.87860035,6628529.6289177
0,28,6,2,1,4,13,1959717.45532649,6784675.56231696
0,22,6,1,2,5,14,2274919.74096778,5880819.12602229
1,27,1,1,2,5,9,1945619.15512802,4489214.78755736
0,12,2,1,0,0,3,1180326.65066093,5681573.12139151
1,34,2,2,0,6,10,1721271.32663161,7382277.30666812
1,29,5,0,0,1,6,1955726.55426392,3750274.86533332
0,38,5,2,2,0,9,2030795.17530852,4865629.17716826
0,27,4,1,0,0,5,1617620.23752873,4908664.01328356
0,16,5,0,1,1,7,1286423.79131545,4711925.18506903
0,11,2,3,2,6,13,2794187.88498371,5988004.61979808
1,12,1,3,0,2,6,1596734.94056857,4910137.21297141
0,27,3,3,2,3,11,2044992.65291952,7041225.72965033
1,24,4,0,2,7,13,2589234.79512214,6354383.19134306
1,27,1,1,2,7,11,2247390.28021437,7492328.06792475
0,22,5,1,0,0,6,1699156.8369779,4944734.11620151
0,34,5,3,0,7,15,1562723.15734731,8945343.26676961
1,19,1,3,1,5,10,2745747.49662153,5190851.83323854
0,17,2,1,1,7,11,2614444.47757192,7069860.78173663
0,31,4,3,1,5,13,2091670.89107405,5845636.44082281
0,26,6,1,0,7,14,1876030.32648696,9855542.10484375
0,23,3,2,0,6,11,2097893.47232785,5678101.5010587
0,33,0,0,2,1,3,944814.402096794,4126932.67350521
0,36,0,3,2,7,12,2426604.45926746,5745760.20979922
1,22,0,2,2,3,7,1757394.573209,3089433.18228599
0,25,6,1,2,6,15,2676621.89468647,11525263.444146
1,36,3,1,2,4,10,2587898.2402056,6059692.30480668
0,31,3,1,2,1,7,1942290.09717,51201.8006334442
1,24,2,3,2,2,9,1583890.34042798,5522424.36612806
0,13,0,0,1,7,8,1603004.31460148,8727489.95936092
1,16,5,3,0,2,10,1806874.66618064,6227386.5692312
0,13,3,2,1,4,10,2058293.74195197,9007444.47915931
0,17,6,1,1,0,8,1743094.10352312,6708017.77097177
0,17,5,1,1,6,13,2701477.95732266,4933855.69742475
0,30,5,1,2,3,11,2562583.8377325,8907384.0796735
0,21,0,1,2,5,8,2239305.12190423,3745324.96541671
1,32,1,0,2,4,7,1550627.49401515,3739266.94543492
0,12,4,0,2,5,11,2565469.14036219,6679306.73146139
0,35,5,1,0,3,9,1944510.45688834,9047562.44031757
0,12,5,3,1,7,16,3548723.42256961,7862267.96171381
1,17,2,0,0,5,7,1468794.77494045,7400293.15018497
0,35,2,2,0,7,11,2130959.24395361,8497878.68122112
1,38,3,0,2,1,6,1634873.15066279,5704455.05963617
1,21,5,2,1,3,11,1858733.25364342,4559467.49693127
0,37,4,2,2,3,11,2761390.65513425,4354929.41950192
0,32,4,3,1,0,8,1926342.69384766,4747190.60572365
1,37,4,0,0,1,5,1571396.51283935,5038150.75107511
1,10,5,0,0,0,5,1258794.70161747,6128415.0886004
1,17,3,2,1,6,12,2876718.35752081,5032395.84253601
1,13,5,3,1,0,9,2438620.54340011,2937258.48707417
0,38,5,1,0,7,13,2665901.74516215,9923199.11216505
0,32,4,0,2,1,7,1700588.38070299,6986629.09347783
0,26,6,3,0,5,14,3033044.07971489,8428983.75796074
0,27,5,0,0,0,5,1554518.30498079,7905617.79559949
0,28,6,2,1,3,12,2394388.80177775,12360736.1123281
0,27,2,0,0,3,5,1651874.76494602,2972991.18875301
1,39,2,3,1,2,8,2235693.64737207,6389733.94435486
0,17,3,3,1,1,8,1739650.02246036,7681935.75574649
0,15,2,0,0,0,2,1474822.04230899,370696.180324745
0,11,1,1,1,6,9,2041106.05182901,6835386.45688713
0,40,6,0,0,7,13,2008652.11333278,10274735.840934
1,29,2,0,0,7,9,2275096.19068903,5511146.64614611
0,11,0,1,1,6,8,1346203.00577284,5522230.3873433
1,32,5,1,0,0,6,1680425.91313076,5222404.99832775
1,27,6,2,1,3,12,2027784.4031394,10294223.6403612
0,26,5,2,2,4,13,2319876.84239159,5333068.25803749
0,19,1,0,1,6,8,2054050.85529914,5789242.88865789
0,20,6,0,0,6,12,3092265.55725285,7818673.24178187
1,12,4,1,2,3,10,2754602.8255575,3082361.36152974
0,33,0,3,1,6,10,1899625.33855936,5742739.67330522
0,17,1,3,0,4,8,820202.244938382,5566316.26103364
1,39,6,2,2,0,10,2037827.20535841,3202601.77213601
0,25,2,3,2,7,14,2669449.60419529,5955011.74646311
1,10,4,3,0,3,10,2316049.34594351,7379002.08171224
0,16,6,1,0,0,7,2286756.28375727,5178702.04713332
1,29,4,2,1,7,14,2457911.36138596,7637038.60013745
1,26,4,0,2,4,10,2167999.8023338,6927284.70697759
0,34,4,1,1,3,9,1551559.90099187,4772128.05594818
0,28,0,2,2,6,10,2152396.28789547,5509283.25858849
0,21,6,1,2,6,15,3022735.37442493,5819687.07483227
0,32,0,2,1,4,7,1518419.08989133,3941987.71204879
0,21,3,3,1,0,7,1733238.46689142,5786257.9889339
1,23,0,1,2,3,6,1898888.45754167,4650445.83617958
0,21,5,3,1,4,13,2564570.72342549,8819605.44274856
0,20,1,1,0,0,2,1078927.80454412,3342850.6187932
0,36,2,3,0,1,6,1034505.90227042,5815400.26791776
0,17,3,2,0,5,10,2391200.65451239,9736313.27956538
0,12,1,3,1,6,11,2421007.80569153,7522286.0923291
0,32,3,0,1,3,7,1918929.75353508,4521941.86949663
1,38,2,0,1,0,3,1609480.36173502,3541654.07250069
1,21,6,3,1,4,14,2600079.61865499,5845659.71921747
0,36,0,3,0,3,6,1153773.5091714,5578888.15152207
0,32,6,0,2,1,9,2009978.11198877,3570260.61782876
1,15,4,0,1,6,11,1908550.79766182,5206853.36339373
0,40,5,1,0,0,6,1948266.3813131,2753635.49327489
1,10,2,1,0,2,5,1329191.84509443,4261198.63744936
0,11,2,1,1,6,10,2364105.78747382,6782054.13604158
1,32,5,0,2,3,10,2154211.46668158,5678727.65764028
0,20,1,0,2,1,4,1365010.38570057,2038247.57470933
0,40,1,3,0,7,11,2268572.79984919,8063550.89446449
1,36,2,3,0,2,7,1601916.01083225,4738168.62142953
1,33,2,1,0,5,8,1317933.13557353,5082938.53195922
0,30,3,3,2,2,10,1839678.16936653,5786157.08298026
0,33,2,3,0,3,8,2113122.47734444,5036113.17314573
1,30,6,1,2,1,10,1824054.90031822,7835811.7614782
1,11,2,3,1,7,13,2240578.34402817,9322882.90184202
0,28,0,3,0,7,10,1966086.51091803,5880052.04313762
0,31,1,3,2,4,10,1997978.87557474,9684374.41413761
0,32,4,3,1,7,15,2632756.57393392,8129133.38385059
0,10,0,2,2,1,5,1678773.44376082,8688741.57980031
0,27,6,2,0,2,10,1756514.4607213,7702360.18233358
0,34,0,0,2,4,6,1796398.86326771,6016409.98866179
0,15,0,3,1,3,7,1447127.17494461,5129079.73960678
1,34,1,0,1,7,9,1943827.48825817,4706902.57651769
1,27,0,3,1,5,9,1487211.45111717,3777829.26770246
1,33,2,3,0,4,9,2224249.21058859,7207115.89196781
