log_month,log_date,app_name,user_id,payment
7,2013.7.26,game-01,9009,810
7,2013.7.26,game-01,9009,4050
7,2013.7.10,game-01,6637,810
7,2013.7.30,game-01,10460,810
7,2013.7.7,game-01,14028,4860
7,2013.7.1,game-01,12924,810
7,2013.7.1,game-01,33,810
7,2013.7.7,game-01,272,810
7,2013.7.11,game-01,3888,810
7,2013.7.8,game-01,1060,810
7,2013.7.13,game-01,1060,810
7,2013.7.3,game-01,14129,1620
7,2013.7.3,game-01,14129,810
7,2013.7.3,game-01,364,810
7,2013.7.28,game-01,364,13330
7,2013.7.15,game-01,364,13330
7,2013.7.4,game-01,364,5710
7,2013.7.7,game-01,6325,1620
7,2013.7.14,game-01,211,810
7,2013.7.26,game-01,211,5710
7,2013.7.24,game-01,211,3330
7,2013.7.29,game-01,211,1620
7,2013.7.29,game-01,211,810
7,2013.7.23,game-01,211,2430
7,2013.7.19,game-01,211,810
7,2013.7.28,game-01,211,810
7,2013.7.25,game-01,211,810
7,2013.7.22,game-01,211,810
7,2013.7.21,game-01,211,1620
7,2013.7.25,game-01,211,3330
7,2013.7.26,game-01,211,810
7,2013.7.15,game-01,211,810
7,2013.7.11,game-01,211,3330
7,2013.7.1,game-01,6019,13330
7,2013.7.1,game-01,6019,5710
7,2013.7.2,game-01,6019,13330
7,2013.7.1,game-01,6019,11420
7,2013.7.1,game-01,6019,6480
7,2013.7.2,game-01,6019,5710
7,2013.7.2,game-01,123,2430
7,2013.7.19,game-01,22808,810
7,2013.7.3,game-01,23249,2430
7,2013.7.20,game-01,23350,1620
7,2013.7.20,game-01,23350,5710
7,2013.7.24,game-01,23385,810
7,2013.7.25,game-01,23385,810
7,2013.7.24,game-01,23485,5710
7,2013.7.8,game-01,24112,810
7,2013.7.28,game-01,24278,2430
7,2013.7.7,game-01,24310,810
7,2013.7.8,game-01,24310,1620
7,2013.7.26,game-01,24443,810
7,2013.7.8,game-01,24443,1620
7,2013.7.14,game-01,24443,1620
7,2013.7.8,game-01,24443,5710
7,2013.7.7,game-01,24443,5710
7,2013.7.14,game-01,24443,810
7,2013.7.27,game-01,24503,810
7,2013.7.15,game-01,24730,3330
7,2013.7.14,game-01,24730,1620
7,2013.7.13,game-01,24730,2430
7,2013.7.10,game-01,24730,2430
7,2013.7.12,game-01,24817,810
7,2013.7.31,game-01,24840,6480
7,2013.7.25,game-01,24996,810
7,2013.7.28,game-01,24996,810
7,2013.7.22,game-01,24996,810
7,2013.7.26,game-01,24996,810
7,2013.7.30,game-01,24996,3330
7,2013.7.29,game-01,24996,810
7,2013.7.21,game-01,24996,1620
7,2013.7.24,game-01,24996,810
7,2013.7.14,game-01,25145,7620
7,2013.7.16,game-01,25145,7620
7,2013.7.13,game-01,25293,5710
7,2013.7.12,game-01,25310,810
7,2013.7.17,game-01,25381,810
7,2013.7.27,game-01,25612,810
7,2013.7.19,game-01,25674,810
7,2013.7.19,game-01,25875,810
7,2013.7.26,game-01,25875,810
7,2013.7.15,game-01,25928,1620
7,2013.7.15,game-01,26065,5710
7,2013.7.16,game-01,26065,810
7,2013.7.15,game-01,26065,810
7,2013.7.28,game-01,26065,810
7,2013.7.28,game-01,26151,1620
7,2013.7.22,game-01,26151,3330
7,2013.7.30,game-01,26151,14290
7,2013.7.21,game-01,26151,1620
7,2013.7.27,game-01,26151,810
7,2013.7.20,game-01,26151,810
7,2013.7.27,game-01,26151,13330
7,2013.7.28,game-01,26151,3240
7,2013.7.20,game-01,26151,1620
7,2013.7.28,game-01,26151,5710
7,2013.7.20,game-01,26151,2430
7,2013.7.19,game-01,26291,25710
7,2013.7.19,game-01,26291,6480
7,2013.7.16,game-01,26291,14290
7,2013.7.19,game-01,26291,5710
7,2013.7.19,game-01,26291,13330
7,2013.7.26,game-01,26291,12150
7,2013.7.16,game-01,26302,25710
7,2013.7.19,game-01,26302,810
7,2013.7.26,game-01,26302,810
7,2013.7.21,game-01,26488,810
7,2013.7.17,game-01,26488,810
7,2013.7.22,game-01,26852,5710
7,2013.7.20,game-01,26852,810
7,2013.7.22,game-01,26852,3330
7,2013.7.20,game-01,26966,810
7,2013.7.19,game-01,27084,810
7,2013.7.20,game-01,27310,810
7,2013.7.30,game-01,27441,5710
7,2013.7.22,game-01,27787,3240
7,2013.7.28,game-01,27813,810
7,2013.7.26,game-01,27813,810
7,2013.7.27,game-01,27988,810
7,2013.7.28,game-01,27988,810
7,2013.7.26,game-01,28342,810
7,2013.7.25,game-01,28371,810
7,2013.7.27,game-01,28433,5710
7,2013.7.27,game-01,28433,810
7,2013.7.31,game-01,29154,810
